epoch,encoder_frozen,train_loss,val_loss,patch_dice_all,patch_dice_pos_only,positive_patch_recall,negative_patch_fpr,stage1_score,stage1_target_negative_fpr,stage1_negative_fpr_penalty,train_patch_count,replay_patch_count,train_family_counts_json,patch_dice_by_type_json,count_by_type_json,lr_encoder,lr_decoder
14,False,0.6547652593381909,0.6480330851540637,0.5109822375203417,0.5397912143998326,0.9967948717948718,0.5888888888888889,0.34534676995538816,0.2,0.5,1339,144,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 144}","{""hard_negative"": 0.5416666831565209, ""near_miss_negative"": 0.3809523866188559, ""normal_negative"": 0.3555555572372692, ""positive_boundary"": 0.5329763432624536, ""positive_center"": 0.5586338623498495, ""positive_context"": 0.5293462617466083, ""positive_shift"": 0.5424072378888153}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
15,False,0.6501805995096459,0.6377695792943091,0.5800397803789583,0.6127435597233103,0.9935897435897436,0.5333333333333333,0.44607689305664366,0.2,0.5,1339,144,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 144}","{""hard_negative"": 0.583333339640924, ""near_miss_negative"": 0.5238095271595645, ""normal_negative"": 0.37777779682078394, ""positive_boundary"": 0.6133106358439018, ""positive_center"": 0.6293766667636541, ""positive_context"": 0.5920053697948078, ""positive_shift"": 0.6142290250467981}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
16,False,0.6465007088802479,0.6246335129832747,0.6737984517299764,0.6886762080628868,0.9871794871794872,0.37777777777777777,0.5997873191739979,0.2,0.5,1350,155,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 155}","{""hard_negative"": 0.7500000074052946, ""near_miss_negative"": 0.5714285871665226, ""normal_negative"": 0.5777777815912403, ""positive_boundary"": 0.6846924062964053, ""positive_center"": 0.7165281359965985, ""positive_context"": 0.6717402166247175, ""positive_shift"": 0.6872020415815971}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
17,False,0.6416706313027276,0.6269783949970607,0.6932571378157388,0.6977223354327913,0.9839743589743589,0.32222222222222224,0.6366112243216802,0.2,0.5,1350,155,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 155}","{""hard_negative"": 0.7083333428579189, ""near_miss_negative"": 0.6190476342124395, ""normal_negative"": 0.6888888933298865, ""positive_boundary"": 0.7037856054279857, ""positive_center"": 0.7060492097906029, ""positive_context"": 0.678335663974502, ""positive_shift"": 0.6971889639878358}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
18,False,0.6383494408925374,0.6322714609293202,0.6001231062874863,0.6482355384012828,1.0,0.5666666666666667,0.46490220506794944,0.2,0.5,1350,155,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 155}","{""hard_negative"": 0.6666666781211412, ""near_miss_negative"": 0.4761904839430044, ""normal_negative"": 0.2888888957479734, ""positive_boundary"": 0.6481916613590258, ""positive_center"": 0.6592890617366021, ""positive_context"": 0.6410455581947014, ""positive_shift"": 0.6463476438791707}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
19,False,0.6350415677008544,0.6235874063933073,0.6715360133855945,0.7081970374181904,0.9903846153846154,0.45555555555555555,0.5804192596404126,0.2,0.5,1352,157,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 157}","{""hard_negative"": 0.5416666789638955, ""near_miss_negative"": 0.47619053469697803, ""normal_negative"": 0.5777777818391938, ""positive_boundary"": 0.7141575023818475, ""positive_center"": 0.7227270213457254, ""positive_context"": 0.6811006008207605, ""positive_shift"": 0.7085197987894808}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
20,False,0.630296687755359,0.6257467868909314,0.5954280625278999,0.6421861543009678,1.0,0.5666666666666667,0.45885282096763447,0.2,0.5,1352,157,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 157}","{""hard_negative"": 0.5000000198380211, ""near_miss_negative"": 0.3333333510530886, ""normal_negative"": 0.44444444769080965, ""positive_boundary"": 0.6359067307068751, ""positive_center"": 0.6574064120650291, ""positive_context"": 0.6543849018903879, ""positive_shift"": 0.6347560752183199}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
21,False,0.6255820594595735,0.6151863558968501,0.6988814741557174,0.6953536912989922,1.0,0.28888888888888886,0.6509092468545478,0.2,0.5,1352,157,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 157}","{""hard_negative"": 0.7500000247505486, ""near_miss_negative"": 0.7619047643601694, ""normal_negative"": 0.6666666728830252, ""positive_boundary"": 0.6922714956677877, ""positive_center"": 0.7025176902803091, ""positive_context"": 0.6984567312667003, ""positive_shift"": 0.6933023674556842}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
22,False,0.6211160208465645,0.6015794075543608,0.5865610429590764,0.6403767246370896,1.0,0.6,0.44037672463708966,0.2,0.5,1327,132,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 132}","{""hard_negative"": 0.3750000197660777, ""near_miss_negative"": 0.23809525524967304, ""normal_negative"": 0.4888888966255051, ""positive_boundary"": 0.6374700794426295, ""positive_center"": 0.6548618573981982, ""positive_context"": 0.6390539662769208, ""positive_shift"": 0.6367021826310799}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
23,False,0.6158380746032928,0.6041851971873003,0.5268327236771192,0.592265237433215,1.0,0.7,0.342265237433215,0.2,0.5,1327,132,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 132}","{""hard_negative"": 0.41666668121454853, ""near_miss_negative"": 0.3333333388811176, ""normal_negative"": 0.22222223051969353, ""positive_boundary"": 0.5885329720779107, ""positive_center"": 0.5999576778939137, ""positive_context"": 0.6045324087429506, ""positive_shift"": 0.5860176969033021}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
24,False,0.6116744629314455,0.5948173726969097,0.5964628726186041,0.6114681856354556,0.9967948717948718,0.45555555555555555,0.4836904078576778,0.2,0.5,1327,132,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 132}","{""hard_negative"": 0.7500000015721205, ""near_miss_negative"": 0.47619050355604675, ""normal_negative"": 0.46666667248908533, ""positive_boundary"": 0.6034792288797693, ""positive_center"": 0.6237684330688074, ""positive_context"": 0.6222506992232341, ""positive_shift"": 0.6079157618805766}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
25,False,0.6088981984266594,0.5952595030490438,0.5320146202784464,0.6053521661087871,1.0,0.7222222222222222,0.344241054997676,0.2,0.5,1340,145,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 145}","{""hard_negative"": 0.2500000350843595, ""near_miss_negative"": 0.19047620828281908, ""normal_negative"": 0.3333333402228914, ""positive_boundary"": 0.6021614283896409, ""positive_center"": 0.6130042591920266, ""positive_context"": 0.6079017836600542, ""positive_shift"": 0.6034420485106798}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
26,False,0.6050496213471711,0.601176777585822,0.6794792469106028,0.7184315922741706,1.0,0.45555555555555555,0.5906538144963929,0.2,0.5,1340,145,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 145}","{""hard_negative"": 0.5416666702267241, ""near_miss_negative"": 0.3809523880853718, ""normal_negative"": 0.6222222274063749, ""positive_boundary"": 0.7149519003354586, ""positive_center"": 0.7301513673021243, ""positive_context"": 0.7179533936656438, ""positive_shift"": 0.7162904960031693}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
27,False,0.6016727967048758,0.5959960542508026,0.6457881611370669,0.6878424346781312,1.0,0.5,0.5378424346781312,0.2,0.5,1340,145,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 145}","{""hard_negative"": 0.5833333400313304, ""near_miss_negative"": 0.47619049302099287, ""normal_negative"": 0.4666666809629159, ""positive_boundary"": 0.6876643592348466, ""positive_center"": 0.7055680654369868, ""positive_context"": 0.6922141776348536, ""positive_shift"": 0.6769718232636268}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
28,False,0.5999482591177063,0.5904604478261957,0.6696721562646396,0.7057955307551683,1.0,0.45555555555555555,0.5780177529773906,0.2,0.5,1342,147,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 147}","{""hard_negative"": 0.5833333493695583, ""near_miss_negative"": 0.42857143508715595, ""normal_negative"": 0.5777777933571732, ""positive_boundary"": 0.7059474126077615, ""positive_center"": 0.7135477260901377, ""positive_context"": 0.7082335378688115, ""positive_shift"": 0.7005485476782689}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
29,False,0.5974147739069294,0.5907834741606641,0.6950470876118837,0.7128491258869568,1.0,0.36666666666666664,0.6295157925536234,0.2,0.5,1342,147,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 147}","{""hard_negative"": 0.6666666712102138, ""near_miss_negative"": 0.47619053257768246, ""normal_negative"": 0.6888889033348953, ""positive_boundary"": 0.7125456588199506, ""positive_center"": 0.7191550210118294, ""positive_context"": 0.7147693442037473, ""positive_shift"": 0.7090395362331317}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
30,False,0.5955961201834075,0.5912850994375808,0.7093079941622085,0.721608375891661,1.0,0.3333333333333333,0.6549417092249944,0.2,0.5,1342,147,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 147}","{""hard_negative"": 0.6666666727401241, ""near_miss_negative"": 0.5238095291284682, ""normal_negative"": 0.7333333359455286, ""positive_boundary"": 0.7207902177022054, ""positive_center"": 0.7278367309616163, ""positive_context"": 0.7223031154045692, ""positive_shift"": 0.718964986789685}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",1.25e-05,5e-05
