epoch,encoder_frozen,train_loss,val_loss,patch_dice_all,patch_dice_pos_only,positive_patch_recall,negative_patch_fpr,stage1_score,stage1_target_negative_fpr,stage1_negative_fpr_penalty,train_patch_count,replay_patch_count,train_family_counts_json,patch_dice_by_type_json,count_by_type_json,lr_encoder,lr_decoder
13,False,0.661978221344498,0.6518259114377639,0.7211143978594943,0.7104446378504294,0.9721362229102167,0.24509803921568626,0.6878956182425863,0.2,0.5,1325,152,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 152}","{""hard_negative"": 0.7307692451518698, ""near_miss_negative"": 0.6400000122209315, ""normal_negative"": 0.8235294193161671, ""positive_boundary"": 0.7125527194277262, ""positive_center"": 0.7292812162357499, ""positive_context"": 0.696657000231117, ""positive_shift"": 0.7059864986529555}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
14,False,0.6567351840127189,0.6315164511344012,0.5279067172172489,0.5738710649922157,0.9969040247678018,0.6176470588235294,0.365047535580451,0.2,0.5,1325,152,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 152}","{""hard_negative"": 0.3461538576724925, ""near_miss_negative"": 0.48000001437727297, ""normal_negative"": 0.3529411797240873, ""positive_boundary"": 0.5727277911371655, ""positive_center"": 0.5765801706122902, ""positive_context"": 0.5620011105029671, ""positive_shift"": 0.5796198475931502}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
15,False,0.6516532906046454,0.6327675954033347,0.5225529946007531,0.5884985199007826,1.0,0.6862745098039216,0.3453612649988218,0.2,0.5,1325,152,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 152}","{""hard_negative"": 0.3461538531916126, ""near_miss_negative"": 0.4400000061064196, ""normal_negative"": 0.23529412630833238, ""positive_boundary"": 0.5877395717910042, ""positive_center"": 0.5916457426435543, ""positive_context"": 0.5731876851231964, ""positive_shift"": 0.59536841497929}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
16,False,0.6493367686811483,0.6231037507337682,0.5382146349441155,0.5750502141070799,0.9969040247678018,0.5784313725490197,0.3858345278325701,0.2,0.5,1325,152,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 152}","{""hard_negative"": 0.30769231887905835, ""near_miss_negative"": 0.36000000355621004, ""normal_negative"": 0.5098039277431657, ""positive_boundary"": 0.5806964667582953, ""positive_center"": 0.5665480722233934, ""positive_context"": 0.56886668337716, ""positive_shift"": 0.5766680742267077}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
17,False,0.6437826190804535,0.6230405311023488,0.6025781578560806,0.631875279682966,0.9969040247678018,0.49019607843137253,0.4867772404672797,0.2,0.5,1325,152,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 152}","{""hard_negative"": 0.42307697104106395, ""near_miss_negative"": 0.4400000028352143, ""normal_negative"": 0.5882353026134947, ""positive_boundary"": 0.6372979557900517, ""positive_center"": 0.6227535518272868, ""positive_context"": 0.6216364806448972, ""positive_shift"": 0.6360484065796462}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
18,False,0.6400324955976234,0.625910871589885,0.5640442349263055,0.6090365284078622,0.9969040247678018,0.5784313725490197,0.41982084213335236,0.2,0.5,1325,152,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 152}","{""hard_negative"": 0.46153847022573413, ""near_miss_negative"": 0.40000000482257875, ""normal_negative"": 0.4117647219903297, ""positive_boundary"": 0.6161467802745325, ""positive_center"": 0.6051783522344986, ""positive_context"": 0.5970331794685788, ""positive_shift"": 0.6098213152440581}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",2.5e-05,0.0001
19,False,0.6376348010710977,0.6212324981128469,0.6429981461871088,0.6819635024184034,0.9969040247678018,0.4803921568627451,0.5417674239870309,0.2,0.5,1322,149,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 149}","{""hard_negative"": 0.5769230875025476, ""near_miss_negative"": 0.5200000031840314, ""normal_negative"": 0.4901960881119595, ""positive_boundary"": 0.6894939472829854, ""positive_center"": 0.6782326906357171, ""positive_context"": 0.6727054400576485, ""positive_shift"": 0.6808929500719988}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",2.5e-05,0.0001
20,False,0.6346604086447412,0.6155046611673691,0.6432914824576166,0.691637394901288,0.9969040247678018,0.5098039215686274,0.5367354341169742,0.2,0.5,1322,149,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 149}","{""hard_negative"": 0.5384615629237528, ""near_miss_negative"": 0.5200000061734563, ""normal_negative"": 0.4509804059022977, ""positive_boundary"": 0.6973926122817729, ""positive_center"": 0.6897001761310505, ""positive_context"": 0.6801372788570546, ""positive_shift"": 0.6925829077172031}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",2.5e-05,0.0001
21,False,0.632108475454997,0.6174375591558569,0.6367673151514519,0.6799569890490617,0.9969040247678018,0.5,0.5299569890490616,0.2,0.5,1322,149,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 149}","{""hard_negative"": 0.6153846228845968, ""near_miss_negative"": 0.5200000153436852, ""normal_negative"": 0.43137256662604695, ""positive_boundary"": 0.6860919491284423, ""positive_center"": 0.6782234547273168, ""positive_context"": 0.6662109935725177, ""positive_shift"": 0.6815457426251057}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",2.5e-05,0.0001
22,False,0.630318481931215,0.6126370735729442,0.6684228500069598,0.6906492572438597,0.9969040247678018,0.4019607843137255,0.589668865086997,0.2,0.5,1315,142,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 142}","{""hard_negative"": 0.653846157303062, ""near_miss_negative"": 0.5200000043583788, ""normal_negative"": 0.6078431561637673, ""positive_boundary"": 0.6939056272859927, ""positive_center"": 0.6891491969801345, ""positive_context"": 0.6824595188653028, ""positive_shift"": 0.6922238970759814}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",1.25e-05,5e-05
23,False,0.6288638542813493,0.6147708295373355,0.6831287125874242,0.7069031023930091,0.9969040247678018,0.39215686274509803,0.6108246710204601,0.2,0.5,1315,142,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 142}","{""hard_negative"": 0.6538461628872112, ""near_miss_negative"": 0.560000006773053, ""normal_negative"": 0.6078431445552839, ""positive_boundary"": 0.7096996139045115, ""positive_center"": 0.7074523050830049, ""positive_context"": 0.6974641757982748, ""positive_shift"": 0.7085565380439687}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",1.25e-05,5e-05
24,False,0.6275073928978053,0.6145763377582326,0.6832950842992567,0.7040260367982888,0.9969040247678018,0.38235294117647056,0.6128495662100535,0.2,0.5,1315,142,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 142}","{""hard_negative"": 0.6923076963405266, ""near_miss_negative"": 0.6400000052402339, ""normal_negative"": 0.5686274648132817, ""positive_boundary"": 0.7070747045455156, ""positive_center"": 0.702954057252632, ""positive_context"": 0.6940180259170355, ""positive_shift"": 0.706507438527983}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",1.25e-05,5e-05
25,False,0.6267449407167333,0.6136739136190975,0.6715460190138645,0.6916627164029844,0.9969040247678018,0.39215686274509803,0.5955842850304354,0.2,0.5,1302,129,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 129}","{""hard_negative"": 0.6923076952878516, ""near_miss_negative"": 0.5200000035610848, ""normal_negative"": 0.6078431473768078, ""positive_boundary"": 0.6948999016097298, ""positive_center"": 0.6906833378773816, ""positive_context"": 0.6813436647256216, ""positive_shift"": 0.6940656779780404}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",1.25e-05,5e-05
