epoch,train_loss,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,threshold,min_area,stage2_score,normal_budget_count,target_random_normal_count,target_hard_normal_count,random_normal_count,hard_normal_count,hard_pool_size,train_device_counts_json,lr_encoder,lr_decoder
11,0.6041727670982703,0.7898655739831933,0.6704641634137793,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,16,0.7898655739831933,159,95,64,45,64,2,"{""camera"": 182, ""phone"": 86}",1e-05,5e-05
12,0.6040019446344518,0.7931288037834764,0.6736822956089621,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,8,0.7931288037834764,159,95,64,45,64,2,"{""camera"": 182, ""phone"": 86}",1e-05,5e-05
13,0.6031420141903322,0.7999491015171043,0.6806894648955608,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,16,0.7999491015171043,159,95,64,45,64,1,"{""camera"": 118, ""phone"": 150}",1e-05,5e-05
14,0.602493376874212,0.8027973436712655,0.6830050722872857,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,24,0.8027973436712655,159,95,64,45,64,1,"{""camera"": 118, ""phone"": 150}",1e-05,5e-05
15,0.5962293007794548,0.7991805015259577,0.6792795419859023,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,16,0.7991805015259577,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",1e-05,5e-05
16,0.5956400422488942,0.7957741708392837,0.6751814423896596,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,16,0.7957741708392837,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",5e-06,2.5e-05
17,0.5956263331805959,0.793086800375254,0.6761146568654121,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,24,0.793086800375254,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",5e-06,2.5e-05
18,0.5945459043278414,0.7918073537956454,0.6752656187624745,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,24,0.7918073537956454,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",5e-06,2.5e-05
19,0.5944818819270414,0.7932025216901667,0.6770239269251199,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,24,0.7932025216901667,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",5e-06,2.5e-05
20,0.5942241549491882,0.7958088098854982,0.6753143597042951,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,8,0.7958088098854982,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",5e-06,2.5e-05
21,0.5942649140077478,0.7955826238454494,0.6760682313433544,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,8,0.7955826238454494,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",2.5e-06,1.25e-05
