threshold,min_area,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,pixel_precision_defect_macro,pixel_recall_defect_macro,pixel_f1_defect_macro,pixel_precision_labeled_micro,pixel_recall_labeled_micro,pixel_f1_labeled_micro,pixel_auprc_all_labeled,component_recall_3px,component_precision_3px,component_f1_3px,boundary_f1_3px,stage2_score
0.16,16,0.01953699203820754,0.010155044525612389,1.0,1.0,59,59,24155136.0,409409.0847457627,409600.0,409600.0,409408.6779661017,409600.0,409600.0,409600.0,0.01015621931018325,0.9998250039373113,0.019536992035753813,0.006996274378326322,0.9992579273714474,0.013895261500427109,0.8702840363540515,1.0,0.9252624567074312,0.9363990156762668,0.0005515128967527958,-1.7804630079617925
0.16,24,0.01953867941573695,0.010156099202457112,1.0,1.0,59,59,24155136.0,409409.0847457627,409600.0,409600.0,409408.6779661017,409600.0,409600.0,409600.0,0.010157274321095823,0.9998250039373113,0.019538679413283182,0.00699632070055018,0.9992579273714474,0.01389535286107435,0.8702840363540515,1.0,0.9349046490634169,0.9460934138408806,0.0005538995080878433,-1.780461320584263
0.16,32,0.019540408271512655,0.010157148394330625,1.0,1.0,59,59,24155112.0,409408.6779661017,409600.0,409600.0,409408.6779661017,409600.0,409600.0,409600.0,0.010158324525397517,0.9998250039373113,0.019540408269058843,0.006996365093256973,0.9992579273714474,0.013895440416155305,0.8702840363540515,1.0,0.9418453321296923,0.9518493832599594,0.0005560640390448705,-1.7804595917284873
0.16,48,0.019544409160142315,0.010159691600876698,1.0,1.0,59,59,24155112.0,409408.6779661017,409600.0,409600.0,409408.6779661017,409600.0,409600.0,409600.0,0.010160870408262768,0.9998250039373113,0.019544409157688417,0.006996434514285737,0.9992579273714474,0.013895577334211102,0.8702840363540515,1.0,0.9520582958379167,0.9602901350113505,0.0005593640076213359,-1.7804555908398578
0.18,0,0.028411775543950624,0.01579767608891468,1.0,1.0,59,59,24042969.0,407507.9491525424,409600.0,409600.0,407497.5254237288,409600.0,409600.0,409600.0,0.015817373577859183,0.9993944982220027,0.028411775541201376,0.007377471327572709,0.997782975934519,0.014646647341024357,0.8702840363540515,1.0,0.7228661571710259,0.7374832746606285,0.0021066258360659873,-1.7715882244560495
0.18,8,0.02842083739101506,0.01580348372356269,1.0,1.0,59,59,24042910.0,407506.9491525424,409600.0,409600.0,407497.5254237288,409600.0,409600.0,409600.0,0.015823197275097962,0.9993944982220027,0.02842083738826552,0.00737779416741588,0.997782975934519,0.014647283577233161,0.8702840363540515,1.0,0.7408471354738347,0.7607291015421905,0.002118271894183475,-1.771579162608985
0.18,16,0.028432208942789205,0.015811133171771585,1.0,1.0,59,59,24042900.0,407506.77966101695,409600.0,409600.0,407497.5254237288,409600.0,409600.0,409600.0,0.015830889907017285,0.9993944982220027,0.02843220894003934,0.007378170348012962,0.997782975934519,0.014648024934149078,0.8702840363540515,1.0,0.7542718459731613,0.7775142321403374,0.0021309328505952673,-1.7715677910572107
0.18,24,0.02844143276622741,0.015816687050433514,1.0,1.0,59,59,24042838.0,407505.72881355934,409600.0,409600.0,407497.5254237288,409600.0,409600.0,409600.0,0.015836458098241732,0.9993944982220027,0.028441432763477218,0.007378532305783843,0.997782975934519,0.014648738260944079,0.8702840363540515,1.0,0.7696004611802194,0.7941676407588899,0.0021412260745108202,-1.7715585672337726
0.18,32,0.028449163331264814,0.01582148668249883,1.0,1.0,59,59,24042783.0,407504.7966101695,409600.0,409600.0,407497.5254237288,409600.0,409600.0,409600.0,0.01584128205003694,0.9993944982220027,0.028449163328514358,0.007378817755061865,0.997782975934519,0.0146493008085777,0.8702840363540515,1.0,0.7752557463592965,0.800504683604124,0.002151159815754798,-1.7715508366687351
0.18,48,0.028465125665746528,0.015832530953502174,1.0,1.0,59,59,24042737.0,407504.0169491525,409600.0,409600.0,407497.5254237288,409600.0,409600.0,409600.0,0.01585238596298629,0.9993944982220027,0.028465125662995642,0.007379326286460238,0.997782975934519,0.014650302993311845,0.8702840363540515,1.0,0.7910606464869387,0.8169991185437036,0.0021660647523448115,-1.7715348743342536
