epoch,encoder_frozen,train_loss,val_loss,patch_dice_all,patch_dice_pos_only,positive_patch_recall,negative_patch_fpr,stage1_score,train_patch_count,replay_patch_count,train_family_counts_json,patch_dice_by_type_json,count_by_type_json,lr_encoder,lr_decoder
11,False,0.6709437118475198,0.6602435605666217,0.6944770422219034,0.6846834136534505,0.978328173374613,0.27450980392156865,0.6846834136534505,1316,143,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 143}","{""hard_negative"": 0.6538461577769179, ""near_miss_negative"": 0.5600000066866208, ""normal_negative"": 0.8431372561741001, ""positive_boundary"": 0.6868800191482597, ""positive_center"": 0.6971298051330278, ""positive_context"": 0.661639126277227, ""positive_shift"": 0.6879010004725159}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
12,False,0.6660200069378213,0.6556901293642381,0.6081567994902123,0.6361196258891837,0.9969040247678018,0.4803921568627451,0.6361196258891837,1316,143,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 143}","{""hard_negative"": 0.6538461598655819, ""near_miss_negative"": 0.5600000065933147, ""normal_negative"": 0.43137255489795734, ""positive_boundary"": 0.6354257656192338, ""positive_center"": 0.6482473729916338, ""positive_context"": 0.6270558941695425, ""positive_shift"": 0.6353937724223816}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
13,False,0.6610534163956222,0.6489565689423505,0.6209220277740679,0.6436280482727668,0.9969040247678018,0.45098039215686275,0.6436280482727668,1316,143,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 143}","{""hard_negative"": 0.5384615635186484, ""near_miss_negative"": 0.5600000048065856, ""normal_negative"": 0.549019636082858, ""positive_boundary"": 0.6420961955079326, ""positive_center"": 0.6534206327402367, ""positive_context"": 0.6378869844807519, ""positive_shift"": 0.6432248127782758}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
14,False,0.6557186300269013,0.6410183174469891,0.5835627874053777,0.6347188360492502,0.9969040247678018,0.5784313725490197,0.6347188360492502,1316,143,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 143}","{""hard_negative"": 0.38461539131606187, ""near_miss_negative"": 0.48000000410498506, ""normal_negative"": 0.411764712285009, ""positive_boundary"": 0.6361496863817727, ""positive_center"": 0.637075237226936, ""positive_context"": 0.62821273367714, ""positive_shift"": 0.6353846548433629}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
15,False,0.651647157219768,0.6363045165118049,0.5220100427128387,0.5630163077079835,0.9969040247678018,0.6078431372549019,0.5630163077079835,1316,143,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 143}","{""hard_negative"": 0.42307692622296184, ""near_miss_negative"": 0.36000000443141517, ""normal_negative"": 0.3921568739352044, ""positive_boundary"": 0.5661049957076708, ""positive_center"": 0.5594570282495247, ""positive_context"": 0.5573511857677389, ""positive_shift"": 0.5645068641163656}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",2.5e-05,0.0001
16,False,0.651496610040938,0.6418952732927659,0.4509687368899044,0.5159805351585048,0.9969040247678018,0.7549019607843137,0.5159805351585048,1326,153,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 153}","{""hard_negative"": 0.3076923106796309, ""near_miss_negative"": 0.3200000017807891, ""normal_negative"": 0.176470592153376, ""positive_boundary"": 0.5195602711152147, ""positive_center"": 0.5162458553347947, ""positive_context"": 0.5022137131955888, ""positive_shift"": 0.519154006763407}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",2.5e-05,0.0001
17,False,0.6478665609525159,0.6391972935900969,0.6894411665676331,0.6997290878089423,0.9938080495356038,0.3431372549019608,0.6997290878089423,1326,153,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 153}","{""hard_negative"": 0.6153846183059998, ""near_miss_negative"": 0.52000000382418, ""normal_negative"": 0.7450980442626519, ""positive_boundary"": 0.6980633615458193, ""positive_center"": 0.7150372677254226, ""positive_context"": 0.6955348004897436, ""positive_shift"": 0.6959796101800584}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",2.5e-05,0.0001
18,False,0.6449329104178991,0.6332995396501878,0.6603317888871768,0.6954829988129727,0.9969040247678018,0.45098039215686275,0.6954829988129727,1326,153,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 153}","{""hard_negative"": 0.5769230920852291, ""near_miss_negative"": 0.5200000101766878, ""normal_negative"": 0.549019627682876, ""positive_boundary"": 0.6976423732660435, ""positive_center"": 0.7059538038271778, ""positive_context"": 0.6900505100687345, ""positive_shift"": 0.6909014181231983}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",2.5e-05,0.0001
19,False,0.6423371887536389,0.6253124618530274,0.6435516868861118,0.6672119707502807,0.9969040247678018,0.43137254901960786,0.6672119707502807,1303,130,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 130}","{""hard_negative"": 0.4230769277349384, ""near_miss_negative"": 0.5200000014359337, ""normal_negative"": 0.6666666709264718, ""positive_boundary"": 0.6721041524023922, ""positive_center"": 0.6746941630570393, ""positive_context"": 0.658222885871375, ""positive_shift"": 0.6631425149426389}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",2.5e-05,0.0001
20,False,0.6396759516078513,0.6211603272662444,0.6375316107076666,0.6530988627254031,0.9969040247678018,0.4117647058823529,0.6530988627254031,1303,130,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 130}","{""hard_negative"": 0.5384615450082514, ""near_miss_negative"": 0.5200000020100646, ""normal_negative"": 0.647058856274254, ""positive_boundary"": 0.657818395368479, ""positive_center"": 0.654595341041403, ""positive_context"": 0.641329437494278, ""positive_shift"": 0.6535296598205936}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",2.5e-05,0.0001
21,False,0.6373642919069057,0.6209907649545109,0.6651631567940348,0.6801682382440779,0.9969040247678018,0.38235294117647056,0.6801682382440779,1303,130,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 130}","{""hard_negative"": 0.6153846185736083, ""near_miss_negative"": 0.5200000020611152, ""normal_negative"": 0.6666666774546268, ""positive_boundary"": 0.6855833740146072, ""positive_center"": 0.6803334186661918, ""positive_context"": 0.670772554145919, ""positive_shift"": 0.6793698837599241}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",2.5e-05,0.0001
22,False,0.6356074685124661,0.6272630237130558,0.664685011335549,0.6857310500571963,0.9969040247678018,0.4019607843137255,0.6857310500571963,1298,125,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 125}","{""hard_negative"": 0.5384615521347633, ""near_miss_negative"": 0.5200000029219662, ""normal_negative"": 0.6666666709917823, ""positive_boundary"": 0.691071143856755, ""positive_center"": 0.6913783842662595, ""positive_context"": 0.679693442803842, ""positive_shift"": 0.6806383829113481}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",1.25e-05,5e-05
23,False,0.6339551698077809,0.6255212604298311,0.6518724723462672,0.6781603715448178,0.9969040247678018,0.43137254901960786,0.6781603715448178,1298,125,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 125}","{""hard_negative"": 0.5384615457230549, ""near_miss_negative"": 0.520000002652377, ""normal_negative"": 0.6078431467270289, ""positive_boundary"": 0.6833733774169728, ""positive_center"": 0.6828051996680925, ""positive_context"": 0.672503787610266, ""positive_shift"": 0.6734962512461096}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",1.25e-05,5e-05
24,False,0.6324585788238949,0.6239608935748829,0.678716808482195,0.6918100326503015,0.9969040247678018,0.3627450980392157,0.6918100326503015,1298,125,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 125}","{""hard_negative"": 0.6153846214974893, ""near_miss_negative"": 0.5600000219071767, ""normal_negative"": 0.6862745559268887, ""positive_boundary"": 0.6963462699894551, ""positive_center"": 0.6977448587147694, ""positive_context"": 0.6862983190351062, ""positive_shift"": 0.687117191179701}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",1.25e-05,5e-05
25,False,0.6319870681630035,0.6225964711694156,0.6905780496630197,0.6919370594211767,0.9969040247678018,0.3137254901960784,0.6919370594211767,1294,121,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 121}","{""hard_negative"": 0.6538461754586594, ""near_miss_negative"": 0.6000000028602838, ""normal_negative"": 0.7450980447119795, ""positive_boundary"": 0.6960646619123442, ""positive_center"": 0.6981279253959656, ""positive_context"": 0.6883071081505882, ""positive_shift"": 0.686586322411009}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",1.25e-05,5e-05
26,False,0.6305605767314917,0.6228759609951693,0.6960454031946689,0.692938996107474,0.9969040247678018,0.29411764705882354,0.692938996107474,1294,121,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 121}","{""hard_negative"": 0.6923077045335846, ""near_miss_negative"": 0.6000000030116945, ""normal_negative"": 0.7647058867030317, ""positive_boundary"": 0.6963612947750975, ""positive_center"": 0.6992640529038772, ""positive_context"": 0.6898192399077945, ""positive_shift"": 0.6879726124821962}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",6.25e-06,2.5e-05
27,False,0.6297871963318201,0.6225870748127208,0.7071985643408079,0.6983262827601955,0.9969040247678018,0.2647058823529412,0.6983262827601955,1294,121,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 121}","{""hard_negative"": 0.7307692404039939, ""near_miss_negative"": 0.6000000030624517, ""normal_negative"": 0.8039215722791179, ""positive_boundary"": 0.7018033103258522, ""positive_center"": 0.703778291648289, ""positive_context"": 0.6961984844119461, ""positive_shift"": 0.6932376314883955}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",6.25e-06,2.5e-05
28,False,0.6306504706926442,0.620428569316864,0.6860038557752959,0.6921103343678323,0.9969040247678018,0.3333333333333333,0.6921103343678323,1291,118,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 118}","{""hard_negative"": 0.6153846247982329, ""near_miss_negative"": 0.520000006820129, ""normal_negative"": 0.7647058880085038, ""positive_boundary"": 0.6959841094083257, ""positive_center"": 0.697364719408863, ""positive_context"": 0.69033568766382, ""positive_shift"": 0.6865453418721728}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",6.25e-06,2.5e-05
29,False,0.6299377017756196,0.6172482134314144,0.669797348415218,0.6800739090496901,0.9969040247678018,0.3627450980392157,0.6800739090496901,1291,118,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 118}","{""hard_negative"": 0.6153846229846116, ""near_miss_negative"": 0.5200000038051157, ""normal_negative"": 0.7058823560919594, ""positive_boundary"": 0.6842911828447271, ""positive_center"": 0.6855783310701262, ""positive_context"": 0.6787748358867787, ""positive_shift"": 0.6738049276964504}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",6.25e-06,2.5e-05
